urls
https://www.property24.com/for-sale/sea-point/cape-town/western-cape/11021/115185304
https://www.property24.com/for-sale/sea-point/cape-town/western-cape/11021/115184316
https://www.property24.com/for-sale/sea-point/cape-town/western-cape/11021/115183325
https://www.property24.com/for-sale/sea-point/cape-town/western-cape/11021/115182764
https://www.property24.com/for-sale/sea-point/cape-town/western-cape/11021/115109810
https://www.property24.com/for-sale/sea-point/cape-town/western-cape/11021/115108683
https://www.property24.com/for-sale/sea-point/cape-town/western-cape/11021/115157529
